trial_id,learning_rate,val_loss
0,0.08506004086353816,1.5630105870564779
1,0.004960823687193915,1.5660361897150676
2,0.0416906529521756,1.558696239789327
3,0.051590000000000004,1.5617753257751466
4,0.1,1.56643203608195
5,0.02894,1.5613984575271607
6,0.03926,1.562174284617106
7,0.01699,1.5675892152786255
8,1e-05,2.2072237135569255
9,0.00021,1.684631002108256
